,RevalYear,TaxYear,LandValue,BuildingValue,ObxfValue,TotalMarketValue,DeferredValue,TotalAssessedValue,buildingId,id,BuildingNumber,ImprovementType,ValuationModel,QualityCode,ActualYearBuilt,HeatedAreaCard,BedroomCountTotal,BathCountTotal,HalfBathCountTotal,ParcelID,ParcelNumber
261,2023,2023,160000,693590,8550,862140,0,862140,1,2643B029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"1,560 sqft",4,2,1,12206290,2643B029
262,2023,2023,500000,1116880,1290,1618170,0,1618170,1,2654D026,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,824 sqft",4,5,0,13603970,2654D026
263,2023,2023,1200000,1003310,1710,2205020,0,2205020,1,2601B075,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,856 sqft",4,3,1,13620252,2601B075
264,2023,2023,76000,1010720,0,1086720,0,1086720,1,2641E042,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"3,550 sqft",3,3,1,13621933,2641E042
265,2023,2023,260000,1321590,13370,1594960,0,1594960,1,2654C049,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"2,317 sqft",4,3,1,13603888,2654C049
266,2023,2023,90000,898070,2050,990120,0,990120,1,2604A008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"2,304 sqft",4,4,0,13620322,2604A008
267,2023,2023,295000,994770,11170,1300940,0,1300940,1,2654C023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"2,424 sqft",4,3,1,13603862,2654C023
268,2023,2023,160000,913730,3250,1076980,0,1076980,1,2654G006,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"2,308 sqft",2,3,0,13604091,2654G006
269,2023,2023,145000,585600,9330,739930,0,739930,1,2654G016,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,352 sqft",2,2,1,13604101,2654G016
270,2023,2023,160000,973820,0,1133820,0,1133820,1,2654G005,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"2,308 sqft",3,3,0,13604090,2654G005
271,2023,2023,160000,945380,3770,1109150,0,1109150,1,2654G004,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"2,308 sqft",2,3,0,13604089,2654G004
272,2023,2023,295000,1113790,6290,1415080,0,1415080,1,2654C012,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,338 sqft",4,4,0,13603851,2654C012
273,2023,2023,295000,1160000,15100,1470100,0,1470100,1,2654C010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"3,070 sqft",5,5,0,13603849,2654C010
274,2023,2023,75000,791810,3130,869940,0,869940,1,2642B053,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,774 sqft",3,3,1,13602981,2642B053
275,2023,2023,504000,1368120,18840,1890960,0,1890960,1,2642I003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,716 sqft",5,4,1,13603191,2642I003
276,2023,2023,335000,1297690,1930,1634620,0,1634620,1,2654D036,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"3,188 sqft",4,4,1,13603980,2654D036
277,2023,2023,1562500,1188550,21810,2772860,0,2772860,1,2643O036,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"3,980 sqft",4,4,0,13603665,2643O036
278,2023,2023,990000,1066010,19820,2075830,0,2075830,1,2654A015,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2005,"2,628 sqft",5,4,1,13603826,2654A015
279,2023,2023,75000,1133580,2940,1211520,0,1211520,1,2641J012,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"3,049 sqft",3,3,1,13622128,2641J012
280,2023,2023,75000,1061210,20950,1157160,0,1157160,1,2641J015,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"2,796 sqft",4,3,1,13622131,2641J015
281,2023,2023,112500,683260,0,795760,0,795760,1,2642E008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,560 sqft",3,3,0,13603077,2642E008
282,2023,2023,75000,563780,10970,649750,0,649750,1,2642O004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"1,608 sqft",3,2,0,13603331,2642O004
283,2023,2023,300000,1117310,6550,1423860,0,1423860,1,2643B011,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"3,681 sqft",4,4,0,13603401,2643B011
284,2023,2023,960000,1518040,3600,2481640,0,2481640,1,2643D003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"3,359 sqft",3,3,0,13603473,2643D003
285,2023,2023,560000,837950,450,1398400,0,1398400,1,2643E013,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,916 sqft",3,3,0,13603517,2643E013
286,2023,2023,140000,1192720,3600,1336320,0,1336320,1,2654C080,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,002 sqft",4,3,1,13603917,2654C080
287,2023,2023,995000,1280250,2830,2278080,0,2278080,1,2604G013,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"3,234 sqft",4,4,1,13620506,2604G013
288,2023,2023,360000,846260,5130,1211390,0,1211390,1,2642I018,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"3,659 sqft",1,2,0,13603205,2642I018
289,2023,2023,90000,1052240,10870,1153110,0,1153110,1,2642G023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"2,610 sqft",4,4,1,13603166,2642G023
290,2023,2023,175000,1643250,890,1819140,0,1819140,1,2604G030,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"4,286 sqft",5,6,0,13620522,2604G030
291,2023,2023,140000,1477490,0,1617490,0,1617490,1,2654C099,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"2,829 sqft",4,3,1,13603936,2654C099
292,2023,2023,90000,1533950,2970,1626920,0,1626920,1,2641O019,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"2,636 sqft",4,4,1,13622305,2641O019
293,2023,2023,300000,1157490,11160,1468650,0,1468650,1,2643B010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"3,458 sqft",4,4,1,13603400,2643B010
294,2023,2023,1250000,2045500,13290,3308790,0,3308790,1,2654D008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"3,961 sqft",4,4,1,13603952,2654D008
295,2023,2023,500000,1636310,1290,2137600,0,2137600,1,2654D029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"2,528 sqft",5,4,0,13603973,2654D029
296,2023,2023,330000,940440,2040,1272480,0,1272480,1,2601B086,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,925 sqft",5,3,2,13725598,2601B086
297,2023,2023,990000,952390,1470,1943860,0,1943860,1,2654A010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"3,318 sqft",4,4,1,13603821,2654A010
298,2023,2023,990000,1168270,25060,2183330,0,2183330,1,2654A012,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"3,171 sqft",4,4,1,13603823,2654A012
299,2023,2023,990000,1466700,1490,2458190,0,2458190,1,2654A009,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"3,566 sqft",5,5,1,13603820,2654A009
300,2023,2023,990000,1099180,6860,2096040,0,2096040,1,2654A014,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"3,774 sqft",4,4,1,13603825,2654A014
301,2023,2023,1250000,768630,37550,2056180,0,2056180,1,2654A004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"2,679 sqft",4,4,1,13603815,2654A004
302,2023,2023,140000,1059220,4160,1203380,0,1203380,1,2654C017,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,350 sqft",5,4,1,13603856,2654C017
303,2023,2023,145000,486220,0,631220,0,631220,1,2654G020,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"1,099 sqft",2,2,0,13604105,2654G020
304,2023,2023,145000,486220,0,631220,0,631220,1,2654G019,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"1,099 sqft",2,2,0,13604104,2654G019
305,2023,2023,145000,486220,0,631220,0,631220,1,2654G023,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"1,099 sqft",2,2,0,13604108,2654G023
306,2023,2023,145000,486220,0,631220,0,631220,1,2654G024,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"1,099 sqft",2,2,0,14264466,2654G024
307,2023,2023,145000,559090,0,704090,0,704090,1,2654G008,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,156 sqft",2,2,0,13604093,2654G008
308,2023,2023,145000,569190,0,714190,0,714190,1,2654G007,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,156 sqft",2,2,0,13604092,2654G007
309,2023,2023,145000,569190,0,714190,0,714190,1,2654G009,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,156 sqft",2,2,0,13604094,2654G009
310,2023,2023,145000,643560,0,788560,0,788560,1,2654G001,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,247 sqft",3,3,0,13604084,2654G001
311,2023,2023,145000,627250,0,772250,0,772250,1,2654G002,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,244 sqft",2,3,0,13604087,2654G002
312,2023,2023,160000,698130,0,858130,0,858130,1,2654G003,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"1,352 sqft",2,2,1,13604088,2654G003
313,2023,2023,995000,548270,0,1543270,0,1543270,1,2604G015,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1983,"1,938 sqft",4,3,0,12956128,2604G015
314,2023,2023,995000,1438250,0,2433250,0,2433250,1,2604G014,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"4,260 sqft",5,4,1,13620507,2604G014
315,2023,2023,1492500,1131620,9450,2633570,0,2633570,1,2604G017,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"6,591 sqft",6,5,1,13620509,2604G017
316,2023,2023,995000,1461610,9240,2465850,0,2465850,1,2604G018,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1988,"3,868 sqft",4,4,0,13620510,2604G018
317,2023,2023,175000,925940,10910,1111850,0,1111850,1,2604G023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"3,280 sqft",3,3,1,13620515,2604G023
318,2023,2023,175000,680940,0,855940,0,855940,1,2604G025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1989,"1,660 sqft",3,2,1,13620517,2604G025
319,2023,2023,75000,688250,8760,772010,0,772010,1,2604G027,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1996,"2,412 sqft",4,3,0,13620519,2604G027
320,2023,2023,175000,700560,0,875560,0,875560,1,2604G031,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1995,"2,002 sqft",3,2,1,13620523,2604G031
321,2023,2023,160000,1469760,4680,1634440,0,1634440,1,2641I062,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"4,960 sqft",4,4,1,13622085,2641I062
322,2023,2023,150000,592630,6570,749200,0,749200,1,2641P021,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"1,700 sqft",4,3,0,13602782,2641P021
323,2023,2023,260000,749080,4270,1013350,0,1013350,1,26400011,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"1,792 sqft",3,2,1,13725599,26400011
324,2023,2023,169000,1263560,0,1432560,0,1432560,1,26400012,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"3,047 sqft",5,4,1,13621708,26400012
325,2023,2023,75000,751440,14610,841050,0,841050,1,2642I020,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1996,"2,464 sqft",3,3,0,13603207,2642I020
326,2023,2023,75000,1240550,4700,1320250,0,1320250,1,2642I024,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"2,627 sqft",3,3,1,13603211,2642I024
327,2023,2023,360000,1061860,19380,1441240,0,1441240,1,2642I019,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1996,"2,786 sqft",4,2,1,13603206,2642I019
328,2023,2023,75000,894610,0,969610,0,969610,1,2642I010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"2,512 sqft",3,2,1,13603198,2642I010
329,2023,2023,360000,1492440,15920,1868360,0,1868360,1,2642I022,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1989,"3,707 sqft",3,3,1,13235023,2642I022
330,2023,2023,90000,907700,24950,1022650,0,1022650,1,2604A013,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,798 sqft",4,3,1,14234084,2604A013
331,2023,2023,560000,859890,12640,1432530,0,1432530,1,2643E012,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,366 sqft",4,3,1,13603516,2643E012
332,2023,2023,200000,899280,17450,1116730,0,1116730,1,2654G029,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,696 sqft",4,4,1,13604114,2654G029
333,2023,2023,90000,896360,15520,1001880,0,1001880,1,2604C010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,280 sqft",4,4,1,13620411,2604C010
334,2023,2023,63750,863370,4300,931420,0,931420,1,2642G001,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,525 sqft",4,5,0,13603144,2642G001
335,2023,2023,90000,913050,0,1003050,0,1003050,1,2641P001,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,612 sqft",3,3,1,13602764,2641P001
336,2023,2023,335000,2119860,2900,2457760,0,2457760,1,2654D030,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2004,"3,808 sqft",5,5,1,13603974,2654D030
337,2023,2023,175000,1478370,0,1653370,0,1653370,1,2604G033,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2021,"2,592 sqft",4,4,1,13620525,2604G033
338,2023,2023,75000,845260,0,920260,0,920260,1,2641L025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"2,240 sqft",3,3,1,13622183,2641L025
339,2023,2023,75000,932990,0,1007990,0,1007990,1,2642B003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2004,"2,120 sqft",4,3,1,13602905,2642B003
340,2023,2023,354000,773650,950,1128600,0,1128600,1,2642J030,1,69 - COMMERICAL BHI,07 - COMMERCIAL CONST.,4 - ABOVE AVERAGE,2003,"5,000 sqft",0,0,0,13238714,2642J030
341,2023,2023,145000,531710,0,676710,0,676710,1,2654E006,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,292 sqft",2,2,1,13604002,2654E006
342,2023,2023,145000,555670,0,700670,0,700670,1,2654E002,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13603994,2654E002
343,2023,2023,145000,427530,0,572530,0,572530,1,2654E001,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,14234825,2654E001
344,2023,2023,90000,956210,2940,1049150,0,1049150,1,2642G037,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,289 sqft",3,3,1,13603180,2642G037
345,2023,2023,130000,1281300,5280,1416580,0,1416580,1,26400026,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"3,481 sqft",4,4,1,12177437,26400026
346,2023,2023,245000,1068550,1930,1315480,0,1315480,1,2654D043,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,238 sqft",3,3,1,13603987,2654D043
347,2023,2023,180000,813610,0,993610,0,993610,1,2642N016,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2014,"2,030 sqft",5,4,0,13603312,2642N016
348,2023,2023,90000,994400,1660,1086060,0,1086060,1,2604B031,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,486 sqft",4,4,1,13620376,2604B031
349,2023,2023,75000,924110,2350,1001460,0,1001460,1,2642B029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,388 sqft",3,3,1,13602929,2642B029
350,2023,2023,175000,1376380,2840,1554220,0,1554220,1,2604F024,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2005,"3,754 sqft",3,4,0,13620484,2604F024
351,2023,2023,260000,1184530,0,1444530,0,1444530,1,2654C046,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,718 sqft",4,3,1,13603885,2654C046
352,2023,2023,131250,1094830,3070,1229150,0,1229150,1,2642G041,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"2,821 sqft",4,4,1,13603184,2642G041
353,2023,2023,1200000,1372410,23770,2596180,0,2596180,1,2601B076,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"3,985 sqft",3,3,0,13620253,2601B076
354,2023,2023,157500,816510,0,974010,0,974010,1,2642D016,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"2,290 sqft",4,3,0,13603028,2642D016
355,2023,2023,75000,746490,0,821490,0,821490,1,2604D007,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,359 sqft",6,5,1,13620433,2604D007
356,2023,2023,90000,1054620,3770,1148390,0,1148390,1,2641O036,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,294 sqft",4,4,1,13622324,2641O036
357,2023,2023,250000,144510,0,394510,0,394510,1,2601B089,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,308 sqft,1,1,0,13240342,2601B089
358,2023,2023,160000,733380,6560,899940,0,899940,1,2654G021,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"1,404 sqft",2,2,1,13604106,2654G021
359,2023,2023,140000,1052320,4990,1197310,0,1197310,1,2654K006,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"2,327 sqft",3,3,0,13604176,2654K006
360,2023,2023,145000,553090,0,698090,0,698090,1,2654E023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,13604033,2654E023
361,2023,2023,145000,553090,0,698090,0,698090,1,2654E022,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,13604031,2654E022
362,2023,2023,145000,553090,0,698090,0,698090,1,2654E021,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,13604029,2654E021
363,2023,2023,145000,495860,0,640860,0,640860,1,2654E020,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,14239970,2654E020
364,2023,2023,145000,473490,0,618490,0,618490,1,2654E019,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,14269107,2654E019
365,2023,2023,145000,553090,0,698090,0,698090,1,2654E018,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,13604023,2654E018
366,2023,2023,145000,553090,0,698090,0,698090,1,2654E017,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,13604021,2654E017
367,2023,2023,145000,553090,0,698090,0,698090,1,2654E015,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,13604017,2654E015
368,2023,2023,145000,553090,0,698090,0,698090,1,2654E014,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,13604015,2654E014
369,2023,2023,560000,1395890,0,1955890,0,1955890,1,2643D021,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2006,"2,700 sqft",5,4,0,13603492,2643D021
370,2023,2023,90000,1293030,0,1383030,0,1383030,1,2641P004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"3,622 sqft",5,4,1,13602767,2641P004
371,2023,2023,800000,1397580,12040,2209620,0,2209620,1,2601B049,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2005,"3,020 sqft",4,3,0,13620225,2601B049
372,2023,2023,140000,1062920,4290,1207210,0,1207210,1,2654C003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,392 sqft",3,2,0,13603842,2654C003
373,2023,2023,140000,954770,7520,1102290,0,1102290,1,2654C004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"2,537 sqft",5,4,1,13603843,2654C004
374,2023,2023,140000,1044870,4710,1189580,0,1189580,1,2654F029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"2,388 sqft",4,4,1,13604064,2654F029
375,2023,2023,95000,745640,2690,843330,0,843330,1,2641F005,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,904 sqft",4,3,1,13621950,2641F005
376,2023,2023,95000,994460,0,1089460,0,1089460,1,2641F008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"3,566 sqft",3,3,1,13621952,2641F008
377,2023,2023,75000,1143100,11880,1229980,0,1229980,1,2642I009,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"3,416 sqft",3,3,1,13603197,2642I009
378,2023,2023,338000,1064610,0,1402610,0,1402610,1,2654C061,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2006,"2,415 sqft",3,3,1,13603900,2654C061
379,2023,2023,312000,1354030,26390,1692420,0,1692420,1,2654C057,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"3,302 sqft",4,4,1,13603896,2654C057
380,2023,2023,390000,1478040,23380,1891420,0,1891420,1,2654C065,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2006,"3,043 sqft",5,5,1,12170455,2654C065
381,2023,2023,960000,1857430,11230,2828660,0,2828660,1,2643E031,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2006,"4,206 sqft",5,5,1,14263984,2643E031
382,2023,2023,1250000,2640020,35810,3925830,0,3925830,1,26500009,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,6 - SUPERIOR,2006,"4,710 sqft",5,4,2,13603739,26500009
383,2023,2023,140000,1058520,0,1198520,0,1198520,1,2654C037,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2005,"2,213 sqft",3,3,1,13603876,2654C037
384,2023,2023,429000,1859190,7030,2295220,0,2295220,1,2654C066,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2005,"3,707 sqft",5,4,0,13603905,2654C066
385,2023,2023,145000,546170,0,691170,0,691170,1,2654E003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13603996,2654E003
386,2023,2023,145000,546170,0,691170,0,691170,1,2654E004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13603998,2654E004
387,2023,2023,145000,546170,0,691170,0,691170,1,2654E005,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13604000,2654E005
388,2023,2023,145000,546170,0,691170,0,691170,1,2654E010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13604010,2654E010
389,2023,2023,145000,546170,0,691170,0,691170,1,2654E009,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13604008,2654E009
390,2023,2023,145000,546170,0,691170,0,691170,1,2654E008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13604006,2654E008
391,2023,2023,145000,546170,0,691170,0,691170,1,2654E007,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,334 sqft",2,2,1,13604004,2654E007
392,2023,2023,995000,928550,7560,1931110,0,1931110,1,2604G007,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1986,"2,716 sqft",4,3,0,12956087,2604G007
393,2023,2023,995000,1226490,2960,2224450,0,2224450,1,2604G008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"3,965 sqft",4,4,1,13620502,2604G008
